6
7
9
4
2
8
1
3
5
5
8
9
7
3
1
2
4
6
6
8
9
7
2
1
4
5
3
6
8
9
7
3
1
2
4
5
6
8
7
9
3
2
5
4
1
4
6
8
9
7
3
1
2
5
9
4
6
5
2
3
1
7
8
3
6
9
7
8
1
2
4
5
4
7
6
9
5
2
8
3
1
6
8
5
9
2
3
7
4
1
